time(UTC),Year,Month,Day,Hour(UTC),Hour Taxila,G(h),Gd(h),T2m,RH,Gb(n),IR(h),WS10m,WD10m,SP,,,,,,
20071120:1400,2007,11,20,14,19,0,0,15.83,48.65,0,288.55,2,351,94720,,,,,,
20071120:1500,2007,11,20,15,20,0,0,14.7,52.15,0,286.2,2.07,1,94740,,,,,,
20071120:1600,2007,11,20,16,21,0,0,13.7,55.9,0,285.25,2.14,5,94730,,,,,,
20071120:1700,2007,11,20,17,22,0,0,12.88,57.75,0,284.3,2.21,8,94720,,,,,,
20071120:1800,2007,11,20,18,23,0,0,12.14,59.85,0,283.3,2.21,9,94680,,,,,,
20071120:1900,2007,11,20,19,0,0,0,11.72,62,0,283.1,2.21,10,94630,,,,,,
20071120:2000,2007,11,20,20,1,0,0,11.17,61.85,0,282.55,2.21,13,94570,,,,,,
20071120:2100,2007,11,20,21,2,0,0,10.58,64.1,0,281,2.21,12,94530,,,,,,
20071120:2200,2007,11,20,22,3,0,0,10.05,66.45,0,279.65,2.21,9,94440,,,,,,
20071120:2300,2007,11,20,23,4,0,0,9.62,66.35,0,277.7,2.21,8,94410,,,,,,
20071121:0000,2007,11,21,00,5,0,0,9.22,68.8,0,276.15,2.21,8,94380,,,,,,
20071121:0100,2007,11,21,01,6,0,0,8.83,71.35,0,274.7,2.21,8,94370,,,,,,
20071121:0200,2007,11,21,02,7,36.95,36.95,8.47,71.35,0,273.25,2.14,4,94390,,,,,,
20071121:0300,2007,11,21,03,8,276.9,68.4,10.73,66.55,962.52,274.05,1.59,356,94470,,,,,,
20071121:0400,2007,11,21,04,9,441.45,84.05,16,48.8,950.94,278.85,1.45,329,94500,,,,,,
20071121:0500,2007,11,21,05,10,559.5,92.75,19.39,35.45,939.94,286.8,1.93,311,94540,,,,,,
20071121:0600,2007,11,21,06,11,617.05,96.4,21.29,28.8,912.47,293.75,2.28,306,94510,,,,,,
20071121:0700,2007,11,21,07,12,609.15,96.4,22.23,26.95,864.88,299.2,2.28,305,94470,,,,,,
20071121:0800,2007,11,21,08,13,536.85,91.5,22.98,25.1,792.66,302.85,2.48,302,94370,,,,,,
20071121:0900,2007,11,21,09,14,407.65,81.15,23.2,25.2,680.68,304.8,2.41,299,94320,,,,,,
20071121:1000,2007,11,21,10,15,236.7,63.3,22.87,26.05,492.72,304.6,1.86,294,94290,,,,,,
20071121:1100,2007,11,21,11,16,62.15,25.5,21.85,31.15,195.64,302.5,1.38,283,94280,,,,,,
20071121:1200,2007,11,21,12,17,0,0,20.19,37.1,0,296.85,1.31,295,94310,,,,,,
20071121:1300,2007,11,21,13,18,0,0,18.42,42.45,0,291.25,1.17,358,94370,,,,,,
20071121:1400,2007,11,21,14,19,0,0,16.78,45.45,0,288.55,1.93,42,94450,,,,,,
20071121:1500,2007,11,21,15,20,0,0,15.08,52.25,0,287.4,2.34,59,94490,,,,,,
20071121:1600,2007,11,21,16,21,0,0,13.57,60.2,0,285.85,2.41,64,94530,,,,,,
20071121:1700,2007,11,21,17,22,0,0,12.73,62.2,0,284.85,2.41,62,94570,,,,,,
20071121:1800,2007,11,21,18,23,0,0,12.13,64.45,0,283.5,2.41,59,94570,,,,,,
20071121:1900,2007,11,21,19,0,0,0,11.71,66.75,0,284.1,2.55,59,94560,,,,,,
20071121:2000,2007,11,21,20,1,0,0,11.24,69.15,0,283.1,2.55,58,94570,,,,,,
20071121:2100,2007,11,21,21,2,0,0,10.76,69.1,0,282.35,2.48,56,94530,,,,,,
20071121:2200,2007,11,21,22,3,0,0,10.3,71.6,0,280.8,2.41,50,94490,,,,,,
20071121:2300,2007,11,21,23,4,0,0,9.89,71.6,0,280.6,2.34,44,94490,,,,,,
20071122:0000,2007,11,22,00,5,0,0,9.52,74.2,0,280.4,2.28,37,94480,,,,,,
20071122:0100,2007,11,22,01,6,0,0,9.19,74.15,0,279.75,2.28,29,94520,,,,,,
20071122:0200,2007,11,22,02,7,35.95,35.95,8.88,71.4,0,278.85,2.21,23,94560,,,,,,
20071122:0300,2007,11,22,03,8,271,67.75,10.85,71.7,953.07,280.4,1.52,17,94600,,,,,,
20071122:0400,2007,11,22,04,9,434.55,83.4,16.33,54.45,942.91,285.65,1.03,346,94670,,,,,,
20071122:0500,2007,11,22,05,10,552.25,92.25,19.78,36.95,932.73,293.55,1.52,315,94700,,,,,,
20071122:0600,2007,11,22,06,11,609.85,96.1,21.41,34.7,905.57,300.35,2.07,301,94680,,,,,,
20071122:0700,2007,11,22,07,12,602.85,95.7,22.19,31.3,859.88,304.6,2,302,94680,,,,,,
20071122:0800,2007,11,22,08,13,532.1,90.8,22.93,30.3,789.35,307.7,2.14,303,94630,,,,,,
20071122:0900,2007,11,22,09,14,404.3,80.75,23.25,29.3,677.98,308.85,2.07,299,94540,,,,,,
20071122:1000,2007,11,22,10,15,234.4,63.05,23.05,29.3,489.77,307.7,1.93,290,94530,,,,,,
20071122:1100,2007,11,22,11,16,61,25.15,21.96,36.15,193.12,305.4,1.59,284,94530,,,,,,
20071122:1200,2007,11,22,12,17,0,0,20.14,43,0,298.6,1.59,302,94510,,,,,,
20071122:1300,2007,11,22,13,18,0,0,18.29,49.15,0,292.2,1.66,346,94530,,,,,,
20071122:1400,2007,11,22,14,19,0,0,16.71,52.65,0,288.75,1.93,11,94600,,,,,,
20071122:1500,2007,11,22,15,20,0,0,15.18,58.35,0,287.55,2.07,23,94620,,,,,,
20071122:1600,2007,11,22,16,21,0,0,13.77,62.45,0,286.05,2.07,30,94650,,,,,,
20071122:1700,2007,11,22,17,22,0,0,12.62,66.95,0,284.65,1.93,32,94640,,,,,,
20071122:1800,2007,11,22,18,23,0,0,11.82,69.25,0,284.1,1.93,29,94640,,,,,,
20071122:1900,2007,11,22,19,0,0,0,11.23,71.75,0,284.5,2.21,44,94650,,,,,,
20071122:2000,2007,11,22,20,1,0,0,10.67,71.7,0,283.7,2.28,42,94630,,,,,,
20071122:2100,2007,11,22,21,2,0,0,10.17,74.3,0,283.3,2.34,43,94580,,,,,,
20071122:2200,2007,11,22,22,3,0,0,9.61,74.2,0,282.15,2.28,40,94510,,,,,,
20071122:2300,2007,11,22,23,4,0,0,9.17,76.95,0,280.6,2.14,36,94470,,,,,,
20071123:0000,2007,11,23,00,5,0,0,8.81,76.85,0,279.45,2,26,94450,,,,,,
20071123:0100,2007,11,23,01,6,0,0,8.58,76.85,0,278.8,2,14,94470,,,,,,
20071123:0200,2007,11,23,02,7,35.15,35.15,8.48,74.05,0,277.9,2.07,6,94480,,,,,,
20071123:0300,2007,11,23,03,8,267.7,67.3,10.65,69.1,954.59,278.85,1.59,2,94520,,,,,,
20071123:0400,2007,11,23,04,9,430.85,83.15,15.97,52.5,942.2,284.3,1.31,336,94580,,,,,,
20071123:0500,2007,11,23,05,10,548.4,92,19.45,39.8,931.75,292.2,1.72,309,94580,,,,,,
20071123:0600,2007,11,23,06,11,605.6,95.85,21.34,36,903.63,299.55,2.14,299,94540,,,,,,
20071123:0700,2007,11,23,07,12,599.1,95.3,22.32,32.5,858.54,304.8,1.86,297,94550,,,,,,
20071123:0800,2007,11,23,08,13,528.15,90.45,23.13,29.3,786.7,308.5,2.07,294,94470,,,,,,
20071123:0900,2007,11,23,09,14,400.4,80.4,23.4,28.25,673.85,309.85,2,290,94370,,,,,,
20071123:1000,2007,11,23,10,15,231.3,62.5,23.2,28.25,485.22,309.25,1.79,285,94350,,,,,,
20071123:1100,2007,11,23,11,16,59.45,24.65,22.18,35,189.09,307.3,1.38,272,94330,,,,,,
20071123:1200,2007,11,23,12,17,0,0,20.45,41.45,0,300.75,1.1,271,94330,,,,,,
20071123:1300,2007,11,23,13,18,0,0,18.75,47.55,0,294.95,0.41,352,94370,,,,,,
20071123:1400,2007,11,23,14,19,0,0,16.85,54.6,0,292.05,1.24,51,94430,,,,,,
20071123:1500,2007,11,23,15,20,0,0,15.34,58.35,0,290.65,2,59,94460,,,,,,
20071123:1600,2007,11,23,16,21,0,0,14.23,60.3,0,289.9,2.34,60,94500,,,,,,
20071123:1700,2007,11,23,17,22,0,0,13.13,64.65,0,290.3,2.28,58,94520,,,,,,
20071123:1800,2007,11,23,18,23,0,0,12.43,66.95,0,289.3,2.34,58,94540,,,,,,
20071123:1900,2007,11,23,19,0,0,0,11.66,71.85,0,289.7,2.48,59,94550,,,,,,
20071123:2000,2007,11,23,20,1,0,0,11.22,74.45,0,289.5,2.41,56,94520,,,,,,
20071123:2100,2007,11,23,21,2,0,0,10.7,77.15,0,288.75,2.34,54,94470,,,,,,
20071123:2200,2007,11,23,22,3,0,0,10.18,79.95,0,285.45,2.28,49,94430,,,,,,
20071123:2300,2007,11,23,23,4,0,0,9.69,82.9,0,284.1,2.28,46,94390,,,,,,
20071124:0000,2007,11,24,00,5,0,0,9.25,85.95,0,282.95,2.14,38,94370,,,,,,
20071124:0100,2007,11,24,01,6,0,0,8.98,82.85,0,282.05,2.07,27,94380,,,,,,
20071124:0200,2007,11,24,02,7,34,34,8.79,85.9,0,281.4,2.14,17,94420,,,,,,
20071124:0300,2007,11,24,03,8,260.75,66.45,10.73,77.15,940.24,282.55,1.52,10,94470,,,,,,
20071124:0400,2007,11,24,04,9,422.4,82.8,16.11,56.5,928.64,287.55,1.24,336,94530,,,,,,
20071124:0500,2007,11,24,05,10,539.15,92.15,19.42,41.15,918.71,296.3,1.79,312,94550,,,,,,
20071124:0600,2007,11,24,06,11,597.8,95.25,21.19,36,895.84,303.65,2.07,306,94520,,,,,,
20071124:0700,2007,11,24,07,12,591.5,95.45,22.27,32.5,849.53,308.85,2.21,307,94470,,,,,,
20071124:0800,2007,11,24,08,13,518.9,96,23.06,31.55,763.67,312.15,2.28,301,94380,,,,,,
20071124:0900,2007,11,24,09,14,389.5,88.45,23.36,31.55,636.96,315.25,2.41,297,94340,,,,,,
20071124:1000,2007,11,24,10,15,222.5,69.45,23.07,32.75,442.33,316.4,2.14,294,94310,,,,,,
20071124:1100,2007,11,24,11,16,53.9,31.4,22,39.05,123.26,315.25,1.66,287,94290,,,,,,
20071124:1200,2007,11,24,12,17,0,0,20.1,46.2,0,311.4,1.72,294,94300,,,,,,
20071124:1300,2007,11,24,13,18,0,0,18.46,51.15,0,310.2,1.45,328,94330,,,,,,
20071124:1400,2007,11,24,14,19,0,0,17.34,56.6,0,310.05,1.66,359,94380,,,,,,
20071124:1500,2007,11,24,15,20,0,0,16.12,58.6,0,305,1.79,22,94460,,,,,,
20071124:1600,2007,11,24,16,21,0,0,14.92,62.75,0,303.85,1.93,35,94500,,,,,,
20071124:1700,2007,11,24,17,22,0,0,13.81,67.15,0,298.4,1.93,42,94530,,,,,,
20071124:1800,2007,11,24,18,23,0,0,12.91,67.05,0,297.65,2,49,94530,,,,,,
20071124:1900,2007,11,24,19,0,0,0,12.72,69.45,0,297.45,2.21,56,94510,,,,,,
20071124:2000,2007,11,24,20,1,0,0,11.89,69.35,0,293.75,2.28,55,94500,,,,,,
20071124:2100,2007,11,24,21,2,0,0,11.13,74.45,0,291.65,2.28,52,94480,,,,,,
20071124:2200,2007,11,24,22,3,0,0,10.49,74.4,0,289.7,2.21,48,94440,,,,,,
20071124:2300,2007,11,24,23,4,0,0,9.99,77.1,0,287.75,2.14,42,94410,,,,,,
20071125:0000,2007,11,25,00,5,0,0,9.58,77,0,286.6,2.14,37,94420,,,,,,
20071125:0100,2007,11,25,01,6,0,0,9.26,79.85,0,285.15,2.07,30,94440,,,,,,
20071125:0200,2007,11,25,02,7,32.75,32.75,8.95,79.85,0,283.9,2.07,25,94480,,,,,,
20071125:0300,2007,11,25,03,8,257.4,65.3,10.78,74.4,944.41,284.65,1.38,20,94530,,,,,,
20071125:0400,2007,11,25,04,9,418.9,81.65,16.16,58.6,930.56,290.1,0.83,339,94590,,,,,,
20071125:0500,2007,11,25,05,10,534.9,90.75,19.7,41.3,918.94,298.4,1.59,301,94630,,,,,,
20071125:0600,2007,11,25,06,11,593.65,97.2,21.38,40.2,889.83,307.7,2.07,298,94610,,,,,,
20071125:0700,2007,11,25,07,12,589.4,93.75,22.34,36.3,852.97,311.75,2.21,303,94600,,,,,,
20071125:0800,2007,11,25,08,13,520.3,88.85,23.18,34,782.66,313.9,2.28,303,94510,,,,,,
20071125:0900,2007,11,25,09,14,390.05,86.85,23.56,32.9,644.45,315.45,2.28,302,94450,,,,,,
20071125:1000,2007,11,25,10,15,202.4,88.1,23.33,34,332.04,316.2,2.21,298,94390,,,,,,
20071125:1100,2007,11,25,11,16,54.55,29.15,21.98,40.5,140.22,317.4,1.86,292,94360,,,,,,
20071125:1200,2007,11,25,12,17,0,0,19.93,49.55,0,311.2,1.93,306,94360,,,,,,
20071125:1300,2007,11,25,13,18,0,0,18.14,54.85,0,304.6,1.79,337,94380,,,,,,
20071125:1400,2007,11,25,14,19,0,0,16.9,58.7,0,300.55,1.79,2,94410,,,,,,
20071125:1500,2007,11,25,15,20,0,0,15.65,60.65,0,296.1,1.86,16,94460,,,,,,
20071125:1600,2007,11,25,16,21,0,0,14.43,64.95,0,296.3,1.86,25,94490,,,,,,
20071125:1700,2007,11,25,17,22,0,0,13.41,67.15,0,296.5,1.86,29,94510,,,,,,
20071125:1800,2007,11,25,18,23,0,0,12.57,72.05,0,295.3,1.93,34,94510,,,,,,
20071125:1900,2007,11,25,19,0,0,0,12.02,71.95,0,296.1,2.07,41,94480,,,,,,
20071125:2000,2007,11,25,20,1,0,0,11.39,71.85,0,295.7,2.07,43,94490,,,,,,
20071125:2100,2007,11,25,21,2,0,0,10.88,71.75,0,295.3,2.07,46,94470,,,,,,
20071125:2200,2007,11,25,22,3,0,0,10.5,74.4,0,297.05,2.07,48,94450,,,,,,
20071125:2300,2007,11,25,23,4,0,0,10.15,74.3,0,294.75,2.07,50,94420,,,,,,
20071126:0000,2007,11,26,00,5,0,0,9.88,71.6,0,291.45,2.07,49,94430,,,,,,
20071126:0100,2007,11,26,01,6,0,0,9.68,71.5,0,292.35,2.07,48,94440,,,,,,
20071126:0200,2007,11,26,02,7,41.5,41.5,9.49,71.5,0,288.95,2.07,48,94500,,,,,,
20071126:0300,2007,11,26,03,8,244.8,82.9,10.96,69.15,808.66,288.75,1.45,51,94570,,,,,,
20071126:0400,2007,11,26,04,9,407.15,100.55,16.03,60.75,853.59,294.15,0.41,56,94650,,,,,,
20071126:0500,2007,11,26,05,10,530.8,98.55,19.9,39.8,900.19,302.1,0.28,255,94720,,,,,,
20071126:0600,2007,11,26,06,11,587.75,109.85,21.57,36.15,861.19,308.3,0.69,267,94710,,,,,,
20071126:0700,2007,11,26,07,12,580.3,111.8,22.27,35,810.07,310.6,1.17,284,94680,,,,,,
20071126:0800,2007,11,26,08,13,508.6,111.2,23.02,34,724.07,314.3,1.17,282,94610,,,,,,
20071126:0900,2007,11,26,09,14,385.05,95.1,23.31,34,618.99,316.05,1.24,278,94540,,,,,,
20071126:1000,2007,11,26,10,15,222.2,68.85,23.15,35.25,447.65,315.85,1.17,278,94520,,,,,,
20071126:1100,2007,11,26,11,16,55.55,27.55,22.33,40.5,155.68,313.3,0.97,273,94490,,,,,,
20071126:1200,2007,11,26,12,17,0,0,20.74,46.35,0,306.15,0.69,287,94500,,,,,,
20071126:1300,2007,11,26,13,18,0,0,19.02,51.25,0,298.2,0.69,12,94520,,,,,,
20071126:1400,2007,11,26,14,19,0,0,17.13,60.85,0,294.95,1.38,38,94560,,,,,,
20071126:1500,2007,11,26,15,20,0,0,15.59,62.85,0,293.2,1.86,45,94600,,,,,,
20071126:1600,2007,11,26,16,21,0,0,14.42,64.95,0,291.85,2.07,48,94640,,,,,,
20071126:1700,2007,11,26,17,22,0,0,13.38,72.1,0,290.5,2.14,50,94640,,,,,,
20071126:1800,2007,11,26,18,23,0,0,12.47,72.05,0,288.75,2.14,52,94630,,,,,,
20071126:1900,2007,11,26,19,0,0,0,11.66,77.3,0,287.55,2.28,54,94600,,,,,,
20071126:2000,2007,11,26,20,1,0,0,11.01,77.2,0,286.4,2.28,56,94560,,,,,,
20071126:2100,2007,11,26,21,2,0,0,10.47,80.05,0,284.5,2.28,56,94530,,,,,,
20071126:2200,2007,11,26,22,3,0,0,9.95,79.95,0,282.75,2.21,53,94480,,,,,,
20071126:2300,2007,11,26,23,4,0,0,9.46,82.9,0,281.6,2.14,47,94460,,,,,,
20071127:0000,2007,11,27,00,5,0,0,9,82.85,0,279.85,2.14,41,94440,,,,,,
20071127:0100,2007,11,27,01,6,0,0,8.63,85.9,0,278.8,2.07,36,94450,,,,,,
20071127:0200,2007,11,27,02,7,31.4,31.4,8.32,85.85,0,277.7,2.07,29,94460,,,,,,
20071127:0300,2007,11,27,03,8,255.95,63.15,10.01,79.95,978.41,278.3,1.38,23,94500,,,,,,
20071127:0400,2007,11,27,04,9,416.85,80.6,15.38,62.75,944.48,283.5,0.83,347,94560,,,,,,
20071127:0500,2007,11,27,05,10,533.95,90.1,18.98,44.3,930.34,292.05,1.38,311,94580,,,,,,
20071127:0600,2007,11,27,06,11,593.55,94.5,20.71,40.1,904.05,299.95,1.66,301,94530,,,,,,
20071127:0700,2007,11,27,07,12,588.35,94.05,21.17,38.75,858.61,303.05,1.86,298,94470,,,,,,
20071127:0800,2007,11,27,08,13,519.2,89.35,21.95,37.5,786.53,306.15,1.93,293,94410,,,,,,
20071127:0900,2007,11,27,09,14,393.15,79.4,22.24,36.3,672.61,308.65,1.86,289,94320,,,,,,
20071127:1000,2007,11,27,10,15,225.95,61.65,22.05,36.3,481.83,307.9,1.66,286,94280,,,,,,
20071127:1100,2007,11,27,11,16,56.6,23.7,21.14,43.25,184.15,305.4,1.31,275,94250,,,,,,
20071127:1200,2007,11,27,12,17,0,0,19.44,51.25,0,299,1.1,276,94250,,,,,,
20071127:1300,2007,11,27,13,18,0,0,17.72,56.75,0,293,0.48,344,94270,,,,,,
20071127:1400,2007,11,27,14,19,0,0,16.05,62.95,0,290.1,1.17,52,94300,,,,,,
20071127:1500,2007,11,27,15,20,0,0,14.54,67.35,0,288.15,1.86,63,94340,,,,,,
20071127:1600,2007,11,27,16,21,0,0,13.43,69.65,0,286.8,2.14,65,94360,,,,,,
20071127:1700,2007,11,27,17,22,0,0,12.4,72.05,0,285.65,2.21,65,94370,,,,,,
20071127:1800,2007,11,27,18,23,0,0,11.66,77.3,0,284.3,2.28,67,94350,,,,,,
20071127:1900,2007,11,27,19,0,0,0,11.18,77.2,0,284.3,2.28,64,94350,,,,,,
20071127:2000,2007,11,27,20,1,0,0,10.68,77.15,0,283.5,2.34,64,94310,,,,,,
20071127:2100,2007,11,27,21,2,0,0,10.32,79.95,0,282.35,2.34,66,94310,,,,,,
20071127:2200,2007,11,27,22,3,0,0,9.93,79.95,0,281.4,2.34,65,94250,,,,,,
20071127:2300,2007,11,27,23,4,0,0,9.54,79.9,0,280.05,2.34,64,94220,,,,,,
20071128:0000,2007,11,28,00,5,0,0,9.18,82.85,0,278.85,2.28,61,94210,,,,,,
20071128:0100,2007,11,28,01,6,0,0,8.88,82.85,0,278,2.21,56,94210,,,,,,
20071128:0200,2007,11,28,02,7,30.75,30.75,8.59,82.75,0,277.3,2.21,52,94240,,,,,,
20071128:0300,2007,11,28,03,8,253.1,63.05,10.05,79.95,979.89,278.65,1.45,49,94290,,,,,,
20071128:0400,2007,11,28,04,9,417.9,76.7,14.81,69.85,966.84,284.65,0.34,46,94340,,,,,,
20071128:0500,2007,11,28,05,10,531.95,83.6,17.81,52.75,945.76,292.8,0.21,291,94350,,,,,,
20071128:0600,2007,11,28,06,11,586.5,94.35,19.26,49.45,896.15,300.55,0.41,265,94330,,,,,,
20071128:0700,2007,11,28,07,12,581.1,95.15,19.86,46.1,847.89,304.2,0.55,268,94260,,,,,,
20071128:0800,2007,11,28,08,13,513.15,91.2,20.51,44.7,775.24,307.7,0.62,243,94170,,,,,,
20071128:0900,2007,11,28,09,14,388.95,79.1,20.78,44.7,666.91,309.85,0.76,226,94100,,,,,,
20071128:1000,2007,11,28,10,15,222.9,61.3,20.62,44.7,475.96,308.3,0.83,219,94060,,,,,,
20071128:1100,2007,11,28,11,16,55.5,23.4,19.91,49.55,180.78,305.95,0.97,230,94030,,,,,,
20071128:1200,2007,11,28,12,17,0,0,18.4,56.85,0,300.75,0.76,238,94030,,,,,,
20071128:1300,2007,11,28,13,18,0,0,16.86,60.85,0,295.1,0.07,31,94070,,,,,,
20071128:1400,2007,11,28,14,19,0,0,15.6,65.15,0,292.6,0.97,61,94130,,,,,,
20071128:1500,2007,11,28,15,20,0,0,14.12,72.3,0,291.05,1.66,65,94140,,,,,,
20071128:1600,2007,11,28,16,21,0,0,13.09,74.75,0,292.05,2.07,68,94180,,,,,,
20071128:1700,2007,11,28,17,22,0,0,12.1,80.2,0,292.05,2.14,66,94200,,,,,,
20071128:1800,2007,11,28,18,23,0,0,11.47,83.1,0,293,2.14,65,94210,,,,,,
20071128:1900,2007,11,28,19,0,0,0,11,83.05,0,293.95,2.28,61,94180,,,,,,
20071128:2000,2007,11,28,20,1,0,0,10.66,86.05,0,294.35,2.34,65,94150,,,,,,
20071128:2100,2007,11,28,21,2,0,0,10.63,86.05,0,304.2,2.21,67,94120,,,,,,
20071128:2200,2007,11,28,22,3,0,0,10.53,86.05,0,304.05,2.21,67,94110,,,,,,
20071128:2300,2007,11,28,23,4,0,0,10.44,83,0,305.55,2.07,67,94100,,,,,,
20071129:0000,2007,11,29,00,5,0,0,10.46,83,0,313.7,1.86,64,94130,,,,,,
20071129:0100,2007,11,29,01,6,0,0,10.44,83,0,313.45,1.79,58,94190,,,,,,
20071129:0200,2007,11,29,02,7,38.9,38.9,10.55,83,0,320.3,1.79,58,94230,,,,,,
20071129:0300,2007,11,29,03,8,163.15,113.3,11.31,83.05,261.14,321.05,1.31,54,94280,,,,,,
20071129:0400,2007,11,29,04,9,295.15,145.6,14.35,69.75,427.47,325.9,0.76,57,94350,,,,,,
20071129:0500,2007,11,29,05,10,355,211.75,16.24,60.75,304.07,321.85,0.76,69,94380,,,,,,
20071129:0600,2007,11,29,06,11,311.05,216.85,17.43,58.8,172.39,337.5,0.97,110,94380,,,,,,
20071129:0700,2007,11,29,07,12,276.6,214.15,18.01,56.85,109.44,341.75,2.55,220,94350,,,,,,
20071129:0800,2007,11,29,08,13,280.8,215.15,17.19,63.05,121.09,343.3,2.28,231,94330,,,,,,
20071129:0900,2007,11,29,09,14,238.3,169.75,17.08,65.35,148.11,344.65,0.97,269,94310,,,,,,
20071129:1000,2007,11,29,10,15,124.1,94.15,17.13,65.35,88.57,343.1,1.17,317,94270,,,,,,
20071129:1100,2007,11,29,11,16,24.15,21.55,16.67,65.35,14.72,339.65,1.79,311,94290,,,,,,
20071129:1200,2007,11,29,12,17,0,0,15.23,75.1,0,342.35,1.93,278,94330,,,,,,
20071129:1300,2007,11,29,13,18,0,0,13.96,83.4,0,342.35,2,261,94400,,,,,,
20071129:1400,2007,11,29,14,19,0,0,13,89.4,0,340.8,1.45,287,94450,,,,,,
20071129:1500,2007,11,29,15,20,0,0,12.41,89.4,0,338.1,1.79,358,94490,,,,,,
20071129:1600,2007,11,29,16,21,0,0,11.93,92.6,0,334.6,2.34,22,94510,,,,,,
20071129:1700,2007,11,29,17,22,0,0,12,92.6,0,343.3,2.21,24,94540,,,,,,
20071129:1800,2007,11,29,18,23,0,0,11.98,92.6,0,344.5,1.93,17,94530,,,,,,
20071129:1900,2007,11,29,19,0,0,0,11.71,89.3,0,329,2.28,3,94500,,,,,,
20071129:2000,2007,11,29,20,1,0,0,11.74,89.3,0,335.75,1.86,6,94490,,,,,,
20071129:2100,2007,11,29,21,2,0,0,11.69,89.3,0,335.95,1.72,22,94500,,,,,,
20071129:2200,2007,11,29,22,3,0,0,11.35,92.55,0,338.5,1.59,41,94490,,,,,,
20071129:2300,2007,11,29,23,4,0,0,11.17,92.55,0,334.2,1.66,45,94520,,,,,,
20071130:0000,2007,11,30,00,5,0,0,11.06,92.55,0,337.1,1.52,40,94550,,,,,,
20071130:0100,2007,11,30,01,6,0,0,10.85,92.5,0,333.15,1.52,22,94610,,,,,,
20071130:0200,2007,11,30,02,7,23.35,23.35,11.03,89.3,0,343.3,1.66,10,94670,,,,,,
20071130:0300,2007,11,30,03,8,141.95,77.65,11.4,89.3,342.22,336.15,1.66,13,94770,,,,,,
20071130:0400,2007,11,30,04,9,273.2,113.8,12.68,80.3,459.55,335,1.79,18,94850,,,,,,
20071130:0500,2007,11,30,05,10,365.7,169.75,14.08,69.75,418.48,327.25,2.07,33,94910,,,,,,
20071130:0600,2007,11,30,06,11,280.1,140.85,14.91,62.75,256.09,334.2,2.28,55,94930,,,,,,
20071130:0700,2007,11,30,07,12,332.9,122.95,14.3,69.75,369.45,340,1.72,29,94900,,,,,,
20071130:0800,2007,11,30,08,13,365.05,102.7,14.73,67.35,485.74,333.85,1.59,52,94850,,,,,,
20071130:0900,2007,11,30,09,14,302.3,85,15.43,58.45,471.17,324.35,1.59,76,94820,,,,,,
20071130:1000,2007,11,30,10,15,182.25,67.45,15.85,56.35,340.76,319.5,1.72,74,94760,,,,,,
20071130:1100,2007,11,30,11,16,50.1,21.55,15.77,56.35,162.51,306.95,1.52,60,94750,,,,,,
20071130:1200,2007,11,30,12,17,0,0,14.77,62.65,0,305,1.59,27,94790,,,,,,
20071130:1300,2007,11,30,13,18,0,0,13.05,69.55,0,291.05,2.07,14,94810,,,,,,
20071130:1400,2007,11,30,14,19,0,0,11.51,74.55,0,289.1,2.21,9,94880,,,,,,
20071130:1500,2007,11,30,15,20,0,0,10.42,77.15,0,287.4,2.14,11,94900,,,,,,
20071130:1600,2007,11,30,16,21,0,0,6.52,91.86,0,277.55,2.12,14,94920,,,,,,
20071130:1700,2007,11,30,17,22,0,0,7.1,89.99,0,279.84,2.12,18,94960,,,,,,
20071130:1800,2007,11,30,18,23,0,0,7.67,88.12,0,282.14,2.13,21,94940,,,,,,
20071130:1900,2007,11,30,19,0,0,0,8.24,86.25,0,284.44,2.14,13,94950,,,,,,
20071130:2000,2007,11,30,20,1,0,0,8.82,84.38,0,286.74,2.15,11,94930,,,,,,
20071130:2100,2007,11,30,21,2,0,0,9.39,82.51,0,289.03,2.16,9,94870,,,,,,
20071130:2200,2007,11,30,22,3,0,0,9.96,80.64,0,291.33,2.17,6,94840,,,,,,
20071130:2300,2007,11,30,23,4,0,0,10.54,78.77,0,293.63,2.18,6,94790,,,,,,
20231201:0000,2023,12,01,00,5,0,0,11.11,76.9,0,295.93,2.19,18,94480,,,,,,
20231201:0100,2023,12,01,01,6,0,0,11.68,75.03,0,298.22,2.19,22,94490,,,,,,
20231201:0200,2023,12,01,02,7,0,0,12.25,73.15,0,300.52,2.2,21,94520,,,,,,
20231201:0300,2023,12,01,03,8,200,97.25,12.83,71.28,555.57,302.82,2.21,17,94530,,,,,,
20231201:0400,2023,12,01,04,9,368.2,112.75,13.4,69.41,742.73,305.12,2.22,2,94570,,,,,,
20231201:0500,2023,12,01,05,10,472.35,138.75,13.97,67.54,716.75,307.41,2.23,342,94580,,,,,,
20231201:0600,2023,12,01,06,11,552.95,113.15,14.55,65.67,812.68,309.71,2.24,335,94570,,,,,,
20231201:0700,2023,12,01,07,12,555.45,100.15,15.12,63.8,804.45,312.01,2.25,333,94500,,,,,,
20231201:0800,2023,12,01,08,13,493,90.3,19.03,49.45,748.28,315.45,2.62,328,94430,,,,,,
20231201:0900,2023,12,01,09,14,370.4,79.95,19.13,49.45,631.92,314.1,2.62,323,94330,,,,,,
20231201:1000,2023,12,01,10,15,201.25,65.95,18.89,49.45,403,313.5,2.69,322,94290,,,,,,
20231201:1100,2023,12,01,11,16,51.9,22.3,17.94,54.85,169.24,311.75,2.21,323,94280,,,,,,
